iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PRT,Europe,Portugal,2020-03-01,,,,,,,,,,,,,,,,,,,,,,25.0,,0.002,,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-1943.6,-7.87,-8.18,-191.1501493
PRT,Europe,Portugal,2020-03-02,2.0,2.0,,,,,0.197,0.197,,,,,,,,,,,,,,70.0,45.0,0.007,0.004,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-03,2.0,0.0,,,,,0.197,0.0,,,,,,,,,,,,,,131.0,61.0,0.013,0.006,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-04,5.0,3.0,,,,,0.492,0.295,,,,,,,,,,,,,,171.0,40.0,0.017,0.004,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-05,8.0,3.0,,,,,0.787,0.295,,,,,,,,9.0,0.885,,,,,251.0,80.0,0.025,0.008,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-06,13.0,5.0,,,,,1.279,0.492,,,,,,,,13.0,1.279,,,,,332.0,81.0,0.033,0.008,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-07,20.0,7.0,2.857,,,,1.967,0.688,0.281,,,,,,,21.0,2.065,,,,,411.0,79.0,0.04,0.008,,,,,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-08,30.0,10.0,4.286,,,,2.95,0.983,0.421,,,,,,,30.0,2.95,,,,,495.0,84.0,0.049,0.008,67.0,0.007,0.064,15.6,tests performed,,,,,,,,,,,,,,5.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-2151.6,-7.94,-8.7,-211.6066379
PRT,Europe,Portugal,2020-03-09,30.0,0.0,4.0,,,,2.95,0.0,0.393,,,,,,,38.0,3.737,,,,,670.0,175.0,0.066,0.017,86.0,0.008,0.0465,21.5,tests performed,,,,,,,,,,,,,,27.31,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-10,41.0,11.0,5.571,,,,4.032,1.082,0.548,,,,,,,40.0,3.934,,,,,976.0,306.0,0.096,0.03,121.0,0.012,0.046,21.7,tests performed,,,,,,,,,,,,,,35.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-11,59.0,18.0,7.714,,,,5.803,1.77,0.759,,,,,,,57.0,5.606,,,,,1556.0,580.0,0.153,0.057,198.0,0.019,0.039,25.7,tests performed,,,,,,,,,,,,,,35.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-12,59.0,0.0,7.286,,,,5.803,0.0,0.717,,,,,,,69.0,6.786,,,,,2494.0,938.0,0.245,0.092,320.0,0.031,0.0228,43.9,tests performed,,,,,,,,,,,,,,43.06,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-13,112.0,53.0,14.143,,,,11.015,5.212,1.391,,,,,,,107.0,10.523,,,,,4045.0,1551.0,0.398,0.153,530.0,0.052,0.0267,37.5,tests performed,,,,,,,,,,,,,,43.06,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-14,169.0,57.0,21.286,,,,16.621,5.606,2.093,,,,3.22,10.0,0.983,114.0,11.212,,,,,5298.0,1253.0,0.521,0.123,698.0,0.069,0.0305,32.8,tests performed,,,,,,,,,,,,,,43.06,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-15,245.0,76.0,30.714,,,,24.095,7.474,3.021,,,,3.19,9.0,0.885,139.0,13.67,,,,,6249.0,951.0,0.615,0.094,822.0,0.081,0.0374,26.8,tests performed,,,,,,,,,,,,,,53.7,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-2117.6,-7.2,1.46,-208.2627888
PRT,Europe,Portugal,2020-03-16,331.0,86.0,43.0,,,,32.553,8.458,4.229,,,,3.15,18.0,1.77,139.0,13.67,,,,,7932.0,1683.0,0.78,0.166,1037.0,0.102,0.0415,24.1,tests performed,,,,,,,,,,,,,,55.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-17,448.0,117.0,58.143,1.0,1.0,,44.06,11.507,5.718,0.098,0.098,,3.1,17.0,1.672,206.0,20.26,,,,,10236.0,2304.0,1.007,0.227,1323.0,0.13,0.0439,22.8,tests performed,,,,,,,,,,,,,,55.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-18,448.0,0.0,55.571,2.0,1.0,,44.06,0.0,5.465,0.197,0.098,,3.06,20.0,1.967,89.0,8.753,,,,,12701.0,2465.0,1.249,0.242,1592.0,0.157,0.0349,28.6,tests performed,,,,,,,,,,,,,,61.11,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-19,785.0,337.0,103.714,3.0,1.0,,77.204,33.143,10.2,0.295,0.098,,3.12,20.0,1.967,89.0,8.753,,,,,15199.0,2498.0,1.495,0.246,1815.0,0.179,0.0571,17.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-20,1020.0,235.0,129.714,6.0,3.0,,100.315,23.112,12.757,0.59,0.295,,2.99,26.0,2.557,126.0,12.392,,,,,18414.0,3215.0,1.811,0.316,2053.0,0.202,0.0632,15.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-21,1280.0,260.0,158.714,12.0,6.0,,125.886,25.571,15.609,1.18,0.59,,2.85,35.0,3.442,156.0,15.342,,,,,20930.0,2516.0,2.058,0.247,2233.0,0.22,0.0711,14.1,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-22,1600.0,320.0,193.571,14.0,2.0,2.0,157.358,31.472,19.037,1.377,0.197,0.197,2.73,41.0,4.032,169.0,16.621,,,,,23039.0,2109.0,2.266,0.207,2399.0,0.236,0.0807,12.4,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-1941.6,-6.13,7.77,-190.9534523
PRT,Europe,Portugal,2020-03-23,2060.0,460.0,247.0,23.0,9.0,3.286,202.598,45.24,24.292,2.262,0.885,0.323,2.62,47.0,4.622,201.0,19.768,,,,,27220.0,4181.0,2.677,0.411,2755.0,0.271,0.0897,11.2,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-24,2362.0,302.0,273.429,33.0,10.0,4.571,232.299,29.701,26.891,3.246,0.983,0.45,2.48,48.0,4.721,203.0,19.965,,,,,32247.0,5027.0,3.171,0.494,3144.0,0.309,0.087,11.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-25,2995.0,633.0,363.857,43.0,10.0,5.857,294.554,62.255,35.785,4.229,0.983,0.576,2.38,61.0,5.999,276.0,27.144,,,,,37566.0,5319.0,3.695,0.523,3552.0,0.349,0.1024,9.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-26,3544.0,549.0,394.143,60.0,17.0,8.143,348.547,53.993,38.763,5.901,1.672,0.801,2.2,61.0,5.999,191.0,18.785,,,,,44260.0,6694.0,4.353,0.658,4152.0,0.408,0.0949,10.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-27,4268.0,724.0,464.0,76.0,16.0,10.0,419.751,71.204,45.634,7.474,1.574,0.983,2.12,71.0,6.983,354.0,34.815,,,,,52173.0,7913.0,5.131,0.778,4823.0,0.474,0.0962,10.4,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-28,5170.0,902.0,555.714,100.0,24.0,12.571,508.462,88.71,54.654,9.835,2.36,1.236,2.02,89.0,8.753,418.0,41.11,,,,,59066.0,6893.0,5.809,0.678,5448.0,0.536,0.102,9.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-29,5962.0,792.0,623.143,119.0,19.0,15.0,586.354,77.892,61.285,11.703,1.869,1.475,1.9,138.0,13.572,486.0,47.797,,,,,64098.0,5032.0,6.304,0.495,5866.0,0.577,0.1062,9.4,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-1609.8,-4.75,15.0,-158.3214192
PRT,Europe,Portugal,2020-03-30,6408.0,446.0,621.143,140.0,21.0,16.714,630.217,43.863,61.088,13.769,2.065,1.644,1.78,164.0,16.129,571.0,56.157,,,,,72084.0,7986.0,7.089,0.785,6409.0,0.63,0.0969,10.3,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-03-31,7443.0,1035.0,725.857,160.0,20.0,18.143,732.008,101.791,71.387,15.736,1.967,1.784,1.69,188.0,18.49,627.0,61.665,,,,,80046.0,7962.0,7.872,0.783,6828.0,0.672,0.1063,9.4,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-01,8251.0,808.0,750.857,187.0,27.0,20.571,811.473,79.466,73.846,18.391,2.655,2.023,1.57,230.0,22.62,726.0,71.401,,,,,88696.0,8650.0,8.723,0.851,7304.0,0.718,0.1028,9.7,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-02,9034.0,783.0,784.286,209.0,22.0,21.286,888.48,77.007,77.133,20.555,2.164,2.093,1.43,240.0,23.604,1042.0,102.479,,,,,97995.0,9299.0,9.638,0.915,7676.0,0.755,0.1022,9.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-03,9886.0,852.0,802.571,246.0,37.0,24.286,972.273,83.793,78.932,24.194,3.639,2.388,1.35,245.0,24.095,1058.0,104.053,,,,,107474.0,9479.0,10.57,0.932,7900.0,0.777,0.1016,9.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-04,10524.0,638.0,764.857,266.0,20.0,23.714,1035.02,62.746,75.223,26.161,1.967,2.332,1.29,251.0,24.685,1075.0,105.725,,,,,116632.0,9158.0,11.471,0.901,8224.0,0.809,0.093,10.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-05,11278.0,754.0,759.429,295.0,29.0,25.143,1109.174,74.155,74.689,29.013,2.852,2.473,1.25,267.0,26.259,1084.0,106.61,,,,,123348.0,6716.0,12.131,0.661,8464.0,0.832,0.0897,11.1,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-1192.6,-3.3,18.65,-117.290424
PRT,Europe,Portugal,2020-04-06,11730.0,452.0,760.286,311.0,16.0,24.429,1153.628,44.454,74.773,30.586,1.574,2.403,1.21,270.0,26.554,1099.0,108.085,,,,,132717.0,9369.0,13.053,0.921,8662.0,0.852,0.0878,11.4,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-07,12442.0,712.0,714.143,345.0,34.0,26.429,1223.652,70.024,70.235,33.93,3.344,2.599,1.19,271.0,26.652,1180.0,116.051,,,,,143340.0,10623.0,14.097,1.045,9042.0,0.889,0.079,12.7,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-08,13141.0,699.0,698.571,380.0,35.0,27.571,1292.398,68.746,68.703,37.372,3.442,2.712,1.16,245.0,24.095,1211.0,119.1,,,,,155031.0,11691.0,15.247,1.15,9476.0,0.932,0.0737,13.6,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-09,13956.0,815.0,703.143,409.0,29.0,28.571,1372.552,80.154,69.153,40.225,2.852,2.81,1.13,241.0,23.702,1173.0,115.363,,,,,167240.0,12209.0,16.448,1.201,9892.0,0.973,0.0711,14.1,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-10,15472.0,1516.0,798.0,435.0,26.0,27.0,1521.648,149.096,78.482,42.782,2.557,2.655,1.11,226.0,22.227,1179.0,115.953,,,,,177456.0,10216.0,17.453,1.005,9997.0,0.983,0.0798,12.5,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-11,15987.0,515.0,780.429,470.0,35.0,29.143,1572.298,50.649,76.754,46.224,3.442,2.866,1.04,233.0,22.915,1175.0,115.559,,,,,186577.0,9121.0,18.35,0.897,9992.0,0.983,0.0781,12.8,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-12,16585.0,598.0,758.143,504.0,34.0,29.857,1631.11,58.812,74.562,49.568,3.344,2.936,0.99,228.0,22.423,1177.0,115.756,,,,,191787.0,5210.0,18.862,0.512,9777.0,0.962,0.0775,12.9,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-743.2,-1.94,20.81,-73.09260702
PRT,Europe,Portugal,2020-04-13,16934.0,349.0,743.429,535.0,31.0,32.0,1665.434,34.324,73.115,52.616,3.049,3.147,0.96,188.0,18.49,1187.0,116.74,,,,,200731.0,8944.0,19.742,0.88,9716.0,0.956,0.0765,13.1,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-14,17448.0,514.0,715.143,567.0,32.0,31.714,1715.985,50.551,70.333,55.764,3.147,3.119,0.93,218.0,21.44,1227.0,120.674,,,,,212651.0,11920.0,20.914,1.172,9902.0,0.974,0.0722,13.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-15,18091.0,643.0,707.143,599.0,32.0,31.286,1779.223,63.238,69.546,58.911,3.147,3.077,0.91,208.0,20.456,1200.0,118.018,,,,,226300.0,13649.0,22.256,1.342,10181.0,1.001,0.0695,14.4,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-16,18841.0,750.0,697.857,629.0,30.0,31.429,1852.984,73.761,68.633,61.861,2.95,3.091,0.88,229.0,22.522,1302.0,128.05,,,,,239774.0,13474.0,23.581,1.325,10362.0,1.019,0.0673,14.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-17,19022.0,181.0,507.143,657.0,28.0,31.714,1870.785,17.801,49.877,64.615,2.754,3.119,0.85,222.0,21.833,1284.0,126.279,,,,,254494.0,14720.0,25.029,1.448,11005.0,1.082,0.0461,21.7,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-18,19685.0,663.0,528.286,687.0,30.0,31.0,1935.99,65.205,51.956,67.565,2.95,3.049,0.88,228.0,22.423,1253.0,123.231,,,,,267289.0,12795.0,26.287,1.258,11530.0,1.134,0.0458,21.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-19,20206.0,521.0,517.286,714.0,27.0,30.0,1987.23,51.24,50.874,70.221,2.655,2.95,0.9,224.0,22.03,1243.0,122.247,,,,,276791.0,9502.0,27.222,0.935,12143.0,1.194,0.0426,23.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-413.6,-1.03,16.0,-40.67694061
PRT,Europe,Portugal,2020-04-20,20863.0,657.0,561.286,735.0,21.0,28.571,2051.845,64.615,55.202,72.286,2.065,2.81,0.91,215.0,21.145,1208.0,118.805,,,,,287880.0,11089.0,28.313,1.091,12450.0,1.224,0.0451,22.2,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-21,21379.0,516.0,561.571,762.0,27.0,27.857,2102.593,50.748,55.23,74.942,2.655,2.74,0.89,213.0,20.948,1172.0,115.264,,,,,302810.0,14930.0,29.781,1.468,12880.0,1.267,0.0436,22.9,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-22,21982.0,603.0,555.857,785.0,23.0,26.571,2161.897,59.304,54.668,77.204,2.262,2.613,0.86,207.0,20.358,1146.0,112.707,,,,,318341.0,15531.0,31.308,1.527,13149.0,1.293,0.0423,23.7,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-23,22353.0,371.0,501.714,820.0,35.0,27.286,2198.384,36.487,49.343,80.646,3.442,2.684,0.82,204.0,20.063,1095.0,107.692,,,,,333524.0,15183.0,32.802,1.493,13393.0,1.317,0.0375,26.7,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-24,22797.0,444.0,539.286,854.0,34.0,28.143,2242.051,43.667,53.038,83.99,3.344,2.768,0.81,188.0,18.49,1068.0,105.036,,,,,348341.0,14817.0,34.259,1.457,13407.0,1.319,0.0402,24.9,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-25,23392.0,595.0,529.571,880.0,26.0,27.571,2300.568,58.517,52.083,86.547,2.557,2.712,0.82,186.0,18.293,1040.0,102.282,,,,,361787.0,13446.0,35.581,1.322,13500.0,1.328,0.0392,25.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-26,23864.0,472.0,522.571,903.0,23.0,27.0,2346.989,46.42,51.394,88.809,2.262,2.655,0.81,182.0,17.899,1005.0,98.84,,,,,370028.0,8241.0,36.392,0.81,13320.0,1.31,0.0392,25.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,-143.0,-0.34,13.26,-14.06383585
PRT,Europe,Portugal,2020-04-27,24027.0,163.0,452.0,928.0,25.0,27.571,2363.019,16.031,44.454,91.267,2.459,2.712,0.79,176.0,17.309,995.0,97.857,,,,,382235.0,12207.0,37.592,1.201,13479.0,1.326,0.0335,29.8,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-28,24322.0,295.0,420.429,948.0,20.0,26.571,2392.032,29.013,41.349,93.234,1.967,2.613,0.78,172.0,16.916,936.0,92.054,,,,,397751.0,15516.0,39.118,1.526,13563.0,1.334,0.031,32.3,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-29,24505.0,183.0,360.429,973.0,25.0,26.857,2410.03,17.998,35.448,95.693,2.459,2.641,0.77,169.0,16.621,980.0,96.382,,,,,412525.0,14774.0,40.571,1.453,13455.0,1.323,0.0268,37.3,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-04-30,25045.0,540.0,384.571,989.0,16.0,24.143,2463.138,53.108,37.822,97.267,1.574,2.374,0.8,172.0,16.916,968.0,95.201,,,,,428963.0,16438.0,42.188,1.617,13634.0,1.341,0.0282,35.5,tests performed,,,,,,,,,,,,,,82.41,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-01,25351.0,306.0,364.857,1007.0,18.0,21.857,2493.233,30.095,35.883,99.037,1.77,2.15,0.81,154.0,15.146,892.0,87.727,,,,,441636.0,12673.0,43.434,1.246,13328.0,1.311,0.0274,36.5,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-02,25190.0,,,1023.0,16.0,20.429,2477.399,,,100.611,1.574,2.009,0.85,150.0,14.752,855.0,84.088,,,,,452219.0,10583.0,44.475,1.041,12919.0,1.271,,,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-03,25282.0,92.0,225.571,1043.0,20.0,20.0,2486.447,9.048,22.185,102.577,1.967,1.967,0.88,144.0,14.162,856.0,84.186,,,,,460659.0,8440.0,45.305,0.83,12947.0,1.273,0.0174,57.4,tests performed,,,,,,,,,,,,,,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,4.0,0.01,7.25,0.39339401
