iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PRT,Europe,Portugal,2021-06-07,853034.0,388.0,563.0,17036.0,2.0,1.571,83894.616,38.159,55.37,1675.465,0.197,0.155,1.18,59.0,5.803,291.0,28.619,,,,,12144627.0,48805.0,1194.406,4.8,45622.0,4.487,0.0123,81.0,tests performed,,,,,,85061.0,,,,,8366.0,47849.0,0.471,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-08,853632.0,598.0,584.857,17037.0,1.0,1.714,83953.429,58.812,57.52,1675.563,0.098,0.169,1.2,66.0,6.491,296.0,29.111,,,,,12198423.0,53796.0,1199.697,5.291,44932.0,4.419,0.013,76.8,tests performed,,,,,,85923.0,,,,,8450.0,49927.0,0.491,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-09,854522.0,890.0,608.571,17037.0,0.0,1.571,84040.959,87.53,59.852,1675.563,0.0,0.155,1.21,70.0,6.884,307.0,30.193,,,,,12251384.0,52961.0,1204.905,5.209,44440.0,4.371,0.0137,73.0,tests performed,,,,,,86785.0,,,,,8535.0,52004.0,0.511,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-10,855432.0,910.0,628.714,17043.0,6.0,2.0,84130.456,89.497,61.833,1676.154,0.59,0.197,1.22,72.0,7.081,295.0,29.013,,,,,12278762.0,27378.0,1207.598,2.693,43420.0,4.27,0.0145,69.1,tests performed,,,,,,87647.0,,,,,8620.0,54081.0,0.532,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-11,855951.0,519.0,641.429,17044.0,1.0,2.143,84181.499,51.043,63.084,1676.252,0.098,0.211,1.22,72.0,7.081,306.0,30.095,,,,,12326015.0,47253.0,1212.245,4.647,42682.0,4.198,0.015,66.5,tests performed,7063364.0,4628191.0,2626724.0,,,88509.0,69.47,45.52,25.83,,8705.0,56158.0,0.552,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-12,856740.0,789.0,672.286,17045.0,1.0,1.857,84259.096,77.597,66.118,1676.35,0.098,0.183,1.25,77.0,7.573,300.0,29.505,,,,,12365177.0,39162.0,1216.097,3.852,41467.0,4.078,0.0162,61.7,tests performed,,,,,,90984.0,,,,,8948.0,55969.0,0.55,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-13,857447.0,707.0,685.857,17047.0,2.0,1.857,84328.628,69.532,67.453,1676.547,0.197,0.183,1.28,82.0,8.065,325.0,31.963,,,,,12383749.0,18572.0,1217.923,1.827,41132.0,4.045,0.0167,60.0,tests performed,,,,,,93458.0,,,,,9191.0,55779.0,0.549,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16724.4,9.82,-0.06,1644.819694
PRT,Europe,Portugal,2021-06-14,858072.0,625.0,719.714,17047.0,0.0,1.571,84390.096,61.468,70.783,1676.547,0.0,0.155,1.32,77.0,7.573,340.0,33.438,,,,,12433519.0,49770.0,1222.818,4.895,41270.0,4.059,0.0174,57.3,tests performed,,,,,,95933.0,,,,,9435.0,55590.0,0.547,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-15,859045.0,973.0,773.286,17049.0,2.0,1.714,84485.789,95.693,76.051,1676.744,0.197,0.169,1.34,79.0,7.77,346.0,34.029,,,,,12489051.0,55532.0,1228.279,5.461,41518.0,4.083,0.0186,53.7,tests performed,,,,,,98408.0,,,,,9678.0,55401.0,0.545,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-16,860395.0,1350.0,839.0,17055.0,6.0,2.571,84618.56,132.77,82.514,1677.334,0.59,0.253,1.35,83.0,8.163,351.0,34.52,,,,,12543507.0,54456.0,1233.635,5.356,41732.0,4.104,0.0201,49.7,tests performed,,,,,,100882.0,,,,,9922.0,55211.0,0.543,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-17,861628.0,1233.0,885.143,17057.0,2.0,2.0,84739.823,121.264,87.052,1677.53,0.197,0.197,1.34,88.0,8.655,364.0,35.799,,,,,12609022.0,65515.0,1240.078,6.443,47180.0,4.64,0.0188,53.3,tests performed,,,,,,103357.0,,,,,10165.0,55022.0,0.541,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-18,862926.0,1298.0,996.429,17061.0,4.0,2.429,84867.48,127.656,97.997,1677.924,0.393,0.239,1.33,94.0,9.245,391.0,38.454,,,,,12684501.0,75479.0,1247.502,7.423,51212.0,5.037,0.0195,51.4,tests performed,7804184.0,5012017.0,3019688.0,,,105831.0,76.75,49.29,29.7,,10408.0,54832.0,0.539,70.37,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-19,864109.0,1183.0,1052.714,17062.0,1.0,2.429,84983.826,116.346,103.533,1678.022,0.098,0.239,1.31,99.0,9.737,389.0,38.258,,,,,12731507.0,47006.0,1252.125,4.623,52333.0,5.147,0.0201,49.7,tests performed,,,,,,105612.0,,,,,10387.0,55684.0,0.548,70.37,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-20,865050.0,941.0,1086.143,17065.0,3.0,2.571,85076.372,92.546,106.821,1678.317,0.295,0.253,1.3,97.0,9.54,405.0,39.831,,,,,12752246.0,20739.0,1254.164,2.04,52642.0,5.177,0.0206,48.5,tests performed,,,,,,105393.0,,,,,10365.0,56535.0,0.556,70.37,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16769.0,9.74,2.3,1649.206037
PRT,Europe,Portugal,2021-06-21,865806.0,756.0,1104.857,17068.0,3.0,3.0,85150.724,74.351,108.661,1678.612,0.295,0.295,1.3,97.0,9.54,443.0,43.568,,,,,12808506.0,56260.0,1259.697,5.533,53570.0,5.269,0.0206,48.5,tests performed,,,,,,105174.0,,,,,10344.0,57387.0,0.564,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-22,866826.0,1020.0,1111.571,17074.0,6.0,3.571,85251.039,100.315,109.321,1679.202,0.59,0.351,1.29,101.0,9.933,450.0,44.257,,,,,12874141.0,65635.0,1266.152,6.455,55013.0,5.41,0.0202,49.5,tests performed,,,,,,104955.0,,,,,10322.0,58238.0,0.573,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-23,868323.0,1497.0,1132.571,17077.0,3.0,3.143,85398.267,147.228,111.387,1679.497,0.295,0.309,1.3,100.0,9.835,437.0,42.978,,,,,12942680.0,68539.0,1272.893,6.741,57025.0,5.608,0.0199,50.4,tests performed,,,,,,104736.0,,,,,10301.0,59089.0,0.581,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-24,869879.0,1556.0,1178.714,17079.0,2.0,3.143,85551.297,153.03,115.925,1679.694,0.197,0.309,1.31,106.0,10.425,427.0,41.995,,,,,13007833.0,65153.0,1279.301,6.408,56973.0,5.603,0.0207,48.3,tests performed,,,,,,104517.0,,,,,10279.0,59941.0,0.59,62.04,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-25,871483.0,1604.0,1222.429,17081.0,2.0,2.857,85709.048,157.751,120.224,1679.891,0.197,0.281,1.32,108.0,10.622,431.0,42.388,,,,,13086008.0,78175.0,1286.989,7.688,57358.0,5.641,0.0213,46.9,tests performed,8534266.0,5437562.0,3369336.0,,,104297.0,83.93,53.48,33.14,,10257.0,60792.0,0.598,70.37,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-26,873051.0,1568.0,1277.429,17083.0,2.0,3.0,85863.258,154.21,125.633,1680.087,0.197,0.295,1.33,113.0,11.113,447.0,43.962,,,,,13138999.0,52991.0,1292.201,5.212,58213.0,5.725,0.0219,45.6,tests performed,,,,,,106325.0,,,,,10457.0,60668.0,0.597,70.37,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-27,874547.0,1496.0,1356.714,17084.0,1.0,2.714,86010.388,147.129,133.431,1680.186,0.098,0.267,1.35,116.0,11.408,477.0,46.912,,,,,13162427.0,23428.0,1294.505,2.304,58597.0,5.763,0.0232,43.2,tests performed,,,,,,108353.0,,,,,10656.0,60545.0,0.595,70.37,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16570.2,9.51,-9.68,1629.654355
PRT,Europe,Portugal,2021-06-28,875449.0,902.0,1377.571,17086.0,2.0,2.571,86099.098,88.71,135.482,1680.383,0.197,0.253,1.35,115.0,11.31,502.0,49.371,,,,,13219463.0,57036.0,1300.114,5.609,58708.0,5.774,0.0235,42.6,tests performed,,,,,,110381.0,,,,,10856.0,60421.0,0.594,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-29,877195.0,1746.0,1481.286,17092.0,6.0,2.571,86270.815,171.716,145.682,1680.973,0.59,0.253,1.37,119.0,11.703,492.0,48.387,,,,,13282773.0,63310.0,1306.341,6.226,58376.0,5.741,0.0254,39.4,tests performed,,,,,,112409.0,,,,,11055.0,60297.0,0.593,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-06-30,879557.0,2362.0,1604.857,17096.0,4.0,2.714,86503.114,232.299,157.835,1681.366,0.393,0.267,1.38,120.0,11.802,504.0,49.568,,,,,13349652.0,66879.0,1312.918,6.577,58139.0,5.718,0.0276,36.2,tests performed,,,,,,114437.0,,,,,11255.0,60174.0,0.592,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-01,882006.0,2449.0,1732.429,17101.0,5.0,3.143,86743.969,240.855,170.382,1681.858,0.492,0.309,1.38,113.0,11.113,509.0,50.059,,,,,13428294.0,78642.0,1320.653,7.734,60066.0,5.907,0.0288,34.7,tests performed,,,,,,116465.0,,,,,11454.0,60050.0,0.591,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-02,884442.0,2436.0,1851.286,17108.0,7.0,3.857,86983.546,239.577,182.071,1682.546,0.688,0.379,1.38,118.0,11.605,532.0,52.321,,,,,13514754.0,86460.0,1329.156,8.503,61249.0,6.024,0.0302,33.1,tests performed,9363714.0,5857047.0,3805950.0,,,118493.0,92.09,57.6,37.43,,11654.0,59926.0,0.589,74.07,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-03,887047.0,2605.0,1999.429,17112.0,4.0,4.143,87239.744,256.198,196.641,1682.94,0.393,0.407,1.36,122.0,11.999,543.0,53.403,,,,,13571382.0,56628.0,1334.725,5.569,61769.0,6.075,0.0324,30.9,tests performed,,,,,,123251.0,,,,,12122.0,61069.0,0.601,74.07,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-04,889088.0,2041.0,2077.286,17112.0,0.0,4.0,87440.473,200.729,204.298,1682.94,0.0,0.393,1.35,128.0,12.589,567.0,55.764,,,,,13597636.0,26254.0,1337.307,2.582,62173.0,6.115,0.0334,29.9,tests performed,,,,,,128009.0,,,,,12589.0,62211.0,0.612,74.07,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16603.6,9.42,1.74,1632.939195
PRT,Europe,Portugal,2021-07-05,890571.0,1483.0,2160.286,17117.0,5.0,4.429,87586.324,145.851,212.461,1683.431,0.492,0.436,1.33,136.0,13.375,613.0,60.288,,,,,13659719.0,62083.0,1343.413,6.106,62894.0,6.186,0.0343,29.1,tests performed,,,,,,132768.0,,,,,13058.0,63354.0,0.623,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-06,892741.0,2170.0,2220.857,17118.0,1.0,3.714,87799.74,213.416,218.418,1683.53,0.098,0.365,1.32,133.0,13.08,613.0,60.288,,,,,13724030.0,64311.0,1349.738,6.325,63037.0,6.2,0.0352,28.4,tests performed,,,,,,137526.0,,,,,13525.0,64496.0,0.634,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-07,896026.0,3285.0,2352.714,17126.0,8.0,4.286,88122.815,323.075,231.386,1684.316,0.787,0.421,1.31,130.0,12.785,603.0,59.304,,,,,13787702.0,63672.0,1356.0,6.262,62579.0,6.155,0.0376,26.6,tests performed,,,,,,142285.0,,,,,13994.0,65639.0,0.646,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-08,899295.0,3269.0,2469.857,17135.0,9.0,4.857,88444.317,321.501,242.907,1685.202,0.885,0.478,1.3,136.0,13.375,599.0,58.911,,,,,13860708.0,73006.0,1363.18,7.18,61773.0,6.075,0.04,25.0,tests performed,,,,,,147043.0,,,,,14461.0,66781.0,0.657,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-09,902489.0,3194.0,2578.143,17142.0,7.0,4.857,88758.442,314.125,253.556,1685.89,0.688,0.478,1.28,141.0,13.867,617.0,60.681,,,,,13950949.0,90241.0,1372.055,8.875,62314.0,6.128,0.0414,24.2,tests performed,10426323.0,6332512.0,4432375.0,,,151801.0,102.54,62.28,43.59,,14929.0,67924.0,0.668,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-10,905651.0,3162.0,2657.714,17148.0,6.0,5.143,89069.42,310.978,261.382,1686.48,0.59,0.506,1.27,144.0,14.162,632.0,62.156,,,,,14007904.0,56955.0,1377.656,5.601,62360.0,6.133,0.0426,23.5,tests performed,,,,,,145914.0,,,,,14350.0,65660.0,0.646,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-11,907974.0,2323.0,2698.0,17156.0,8.0,6.286,89297.883,228.464,265.344,1687.267,0.787,0.618,1.24,153.0,15.047,672.0,66.09,,,,,14033631.0,25727.0,1380.187,2.53,62285.0,6.126,0.0433,23.1,tests performed,,,,,,140027.0,,,,,13771.0,63396.0,0.623,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16677.2,9.36,3.92,1640.177645
PRT,Europe,Portugal,2021-07-12,909756.0,1782.0,2740.714,17164.0,8.0,6.714,89473.14,175.257,269.545,1688.054,0.787,0.66,1.23,163.0,16.031,729.0,71.696,,,,,14098293.0,64662.0,1386.546,6.359,62653.0,6.162,0.0437,22.9,tests performed,,,,,,134139.0,,,,,13192.0,61133.0,0.601,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-13,912406.0,2650.0,2809.286,17173.0,9.0,7.857,89733.764,260.624,276.289,1688.939,0.885,0.773,1.22,161.0,15.834,742.0,72.975,,,,,14167143.0,68850.0,1393.317,6.771,63302.0,6.226,0.0444,22.5,tests performed,,,,,,128252.0,,,,,12613.0,58869.0,0.579,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-14,916559.0,4153.0,2933.286,17182.0,9.0,8.0,90142.205,408.441,288.484,1689.824,0.885,0.787,1.21,171.0,16.818,734.0,72.188,,,,,14235465.0,68322.0,1400.037,6.719,63966.0,6.291,0.0459,21.8,tests performed,,,,,,122365.0,,,,,12034.0,56605.0,0.557,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-15,920200.0,3641.0,2986.429,17187.0,5.0,7.429,90500.292,358.087,293.711,1690.316,0.492,0.731,1.2,174.0,17.113,774.0,76.122,,,,,14312351.0,76886.0,1407.598,7.562,64520.0,6.345,0.0463,21.6,tests performed,,,,,,116477.0,,,,,11455.0,54342.0,0.534,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-16,923747.0,3547.0,3036.857,17194.0,7.0,7.429,90849.134,348.842,298.67,1691.004,0.688,0.731,1.18,171.0,16.818,778.0,76.515,,,,,14408031.0,95680.0,1417.008,9.41,65297.0,6.422,0.0465,21.5,tests performed,11200453.0,6697057.0,4958163.0,,,110590.0,110.15,65.86,48.76,,10876.0,52078.0,0.512,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-17,927424.0,3677.0,3110.429,17199.0,5.0,7.286,91210.762,361.627,305.906,1691.496,0.492,0.717,1.16,173.0,17.014,780.0,76.712,,,,,14470042.0,62011.0,1423.107,6.099,66020.0,6.493,0.0471,21.2,tests performed,,,,,,108574.0,,,,,10678.0,50350.0,0.495,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-18,930685.0,3261.0,3244.429,17207.0,8.0,7.286,91531.476,320.714,319.085,1692.283,0.787,0.717,1.15,176.0,17.309,805.0,79.171,,,,,14498839.0,28797.0,1425.939,2.832,66458.0,6.536,0.0488,20.5,tests performed,,,,,,106559.0,,,,,10480.0,48623.0,0.478,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16823.6,9.35,7.66,1654.575866
PRT,Europe,Portugal,2021-07-19,932540.0,1855.0,3254.857,17215.0,8.0,7.286,91713.912,182.436,320.11,1693.069,0.787,0.717,1.12,181.0,17.801,851.0,83.695,,,,,14568458.0,69619.0,1432.786,6.847,67166.0,6.606,0.0485,20.6,tests performed,,,,,,104543.0,,,,,10282.0,46896.0,0.461,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-20,935246.0,2706.0,3262.857,17219.0,4.0,6.571,91980.044,266.131,320.897,1693.463,0.393,0.646,1.1,177.0,17.408,854.0,83.99,,,,,14637520.0,69062.0,1439.578,6.792,67197.0,6.609,0.0486,20.6,tests performed,,,,,,102528.0,,,,,10083.0,45168.0,0.444,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-21,939622.0,4376.0,3294.714,17232.0,13.0,7.143,92410.417,430.373,324.03,1694.741,1.279,0.702,1.08,171.0,16.818,867.0,85.268,,,,,14703503.0,65983.0,1446.068,6.489,66863.0,6.576,0.0493,20.3,tests performed,,,,,,100512.0,,,,,9885.0,43441.0,0.427,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-22,943244.0,3622.0,3292.0,17248.0,16.0,8.714,92766.635,356.218,323.763,1696.315,1.574,0.857,1.05,178.0,17.506,860.0,84.58,,,,,14779001.0,75498.0,1453.493,7.425,66664.0,6.556,0.0494,20.3,tests performed,,,,,,98496.0,,,,,9687.0,41713.0,0.41,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-23,947038.0,3794.0,3327.286,17264.0,16.0,10.0,93139.769,373.134,327.234,1697.889,1.574,0.983,1.03,178.0,17.506,855.0,84.088,,,,,14873862.0,94861.0,1462.822,9.329,66547.0,6.545,0.05,20.0,tests performed,11875819.0,6976957.0,5487231.0,,,96481.0,116.8,68.62,53.97,,9489.0,39986.0,0.393,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-24,950434.0,3396.0,3287.143,17284.0,20.0,12.143,93473.761,333.992,323.286,1699.856,1.967,1.194,1.01,181.0,17.801,835.0,82.121,,,,,14933873.0,60011.0,1468.724,5.902,66262.0,6.517,0.0496,20.2,tests performed,,,,,,95169.0,,,,,9360.0,38560.0,0.379,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-25,953059.0,2625.0,3196.286,17292.0,8.0,12.143,93731.925,258.165,314.35,1700.642,0.787,1.194,0.98,193.0,18.981,879.0,86.448,,,,,14960880.0,27007.0,1471.38,2.656,66006.0,6.492,0.0484,20.7,tests performed,,,,,,93857.0,,,,,9231.0,37135.0,0.365,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16879.8,9.28,2.95,1660.103052
PRT,Europe,Portugal,2021-07-26,954669.0,1610.0,3161.286,17301.0,9.0,12.286,93890.266,158.341,310.908,1701.527,0.885,1.208,0.96,198.0,19.473,919.0,90.382,,,,,15029087.0,68207.0,1478.088,6.708,65804.0,6.472,0.048,20.8,tests performed,,,,,,92546.0,,,,,9102.0,35709.0,0.351,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-27,956985.0,2316.0,3105.571,17307.0,6.0,12.571,94118.042,227.775,305.428,1702.118,0.59,1.236,0.94,200.0,19.67,928.0,91.267,,,,,15090784.0,61697.0,1484.156,6.068,64752.0,6.368,0.048,20.9,tests performed,,,,,,91234.0,,,,,8973.0,34283.0,0.337,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-28,960437.0,3452.0,2973.571,17320.0,13.0,12.571,94457.541,339.499,292.446,1703.396,1.279,1.236,0.92,200.0,19.67,934.0,91.858,,,,,15151363.0,60579.0,1490.114,5.958,63980.0,6.292,0.0465,21.5,tests performed,,,,,,89922.0,,,,,8844.0,32858.0,0.323,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-29,963446.0,3009.0,2886.0,17330.0,10.0,11.714,94753.471,295.931,283.834,1704.38,0.983,1.152,0.91,208.0,20.456,954.0,93.824,,,,,15224054.0,72691.0,1497.263,7.149,63579.0,6.253,0.0454,22.0,tests performed,,,,,,88610.0,,,,,8715.0,31432.0,0.309,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-30,966041.0,2595.0,2714.714,17344.0,14.0,11.429,95008.686,255.214,266.988,1705.756,1.377,1.124,0.9,199.0,19.571,924.0,90.874,,,,,15317138.0,93084.0,1506.418,9.155,63325.0,6.228,0.0429,23.3,tests performed,12486910.0,7187003.0,5990876.0,,,87299.0,122.81,70.68,58.92,,8586.0,30007.0,0.295,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-07-31,968631.0,2590.0,2599.571,17361.0,17.0,11.0,95263.408,254.723,255.664,1707.428,1.672,1.082,0.9,195.0,19.178,895.0,88.022,,,,,15381301.0,64163.0,1512.728,6.31,63918.0,6.286,0.0407,24.6,tests performed,,,,,,87969.0,,,,,8652.0,30818.0,0.303,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
